language,repo,path,func_name,original_code,original_comment,code_token_length
javascript,biggora/caminte,lib/validatable.js,validateInclusion,"function validateInclusion(attr, conf, err) {
    if (nullCheck.call(this, attr, conf, err)) return;

    if (!~conf.in.indexOf(this[attr])) {
        err();
    }
}","Inclusion validator
@param {mixed} attr
@param {mixed} conf
@param {mixed} err",50
javascript,sdelements/lets-chat,media/js/vendor/selectize/selectize.js,,"function(query) {
			var i, value, score, result, calculateScore;
			var self     = this;
			var settings = self.settings;
			var options  = this.getSearchOptions();
	
			// validate user-provided result scoring function
			if (settings.score) {
				calculateScore = self.settings.score.apply(this, [query]);
				if (typeof calculateScore !== 'function') {
					throw new Error('Selectize ""score"" setting must be a function that returns a function');
				}
			}
	
			// perform search
			if (query !== self.lastQuery) {
				self.lastQuery = query;
				result = self.sifter.search(query, $.extend(options, {score: calculateScore}));
				self.currentResults = result;
			} else {
				result = $.extend(true, {}, self.currentResults);
			}
	
			// filter out selected items
			if (settings.hideSelected) {
				for (i = result.items.length - 1; i >= 0; i--) {
					if (self.items.indexOf(hash_key(result.items[i].id)) !== -1) {
						result.items.splice(i, 1);
					}
				}
			}
	
			return result;
		}","Searches through available options and returns
a sorted array of matches.

Returns an object containing:

- query {string}
- tokens {array}
- total {int}
- items {array}

@param {string} query
@returns {object}",216
javascript,cloudcmd/edward,vendor/emmet.js,reflectValue,"function reflectValue(donor, receiver) {
		var value = getReflectedValue(donor.name(), donor.value(), 
				receiver.name(), receiver.value());
		
		receiver.value(value);
	}","Reflects value from <code>donor</code> into <code>receiver</code>
@param {CSSProperty} donor Donor CSS property from which value should
be reflected
@param {CSSProperty} receiver Property that should receive reflected
value from donor",46
javascript,flowjs/flow.js,dist/flow.js,,"function (event, fn) {
      if (event !== undefined) {
        event = event.toLowerCase();
        if (fn !== undefined) {
          if (this.events.hasOwnProperty(event)) {
            arrayRemove(this.events[event], fn);
          }
        } else {
          delete this.events[event];
        }
      } else {
        this.events = {};
      }
    }","Remove event callback
@function
@param {string} [event] removes all events if not specified
@param {Function} [fn] removes all callbacks of event if not specified",78
javascript,JohnMcLear/ep_email_notifications,static/js/ep_email.js,showAlreadyRegistered,"function showAlreadyRegistered(type){
  if (type == ""malformedEmail"") {
    var msg = window._('ep_email_notifications.msgEmailMalformed');
  } else if (type == ""alreadyRegistered"") {
    var msg = window._('ep_email_notifications.msgAlreadySubscr');
  } else {
    var msg = window._('ep_email_notifications.msgUnknownErr');
  }
  $.gritter.add({
    // (string | mandatory) the heading of the notification
    title: window._('ep_email_notifications.titleGritterSubscr'),
    // (string | mandatory) the text inside the notification
    text: msg,
    // (int | optional) the time you want it to be alive for before fading out
    time: 7000,
    // (string | optional) add a class name to the gritter msg
    class_name: ""emailNotificationsSubscrResponseBad""
  });

}",The client already registered for emails on this pad so notify the UI,91
javascript,googleapis/nodejs-tasks,samples/deleteQueue.js,deleteQueue,"async function deleteQueue(
  project = 'my-project-id', // Your GCP Project id
  queue = 'my-appengine-queue', // Name of the Queue to delete
  location = 'us-central1' // The GCP region in which to delete the queue
) {
  // Imports the Google Cloud Tasks library.
  const cloudTasks = require('@google-cloud/tasks');

  // Instantiates a client.
  const client = new cloudTasks.CloudTasksClient();

  // Get the fully qualified path to the queue
  const name = client.queuePath(project, location, queue);

  // Send delete queue request.
  await client.deleteQueue({name});
  console.log(`Deleted queue '${queue}'.`);
}",Delete a given Queue,78
javascript,ericgio/react-bootstrap-typeahead,src/utils/getTruncatedOptions.js,getTruncatedOptions,"function getTruncatedOptions(options, maxResults) {
  if (!maxResults || maxResults >= options.length) {
    return options;
  }

  return options.slice(0, maxResults);
}",Truncates the result set based on `maxResults` and returns the new set.,35
javascript,andrewfhart/openassets,lib/protocol/ColoringEngine.js,,"function (tx) { 
    var outs = [];
    tx.outputs.forEach(function (o) {
      outs.push(new TransactionOutput(o.satoshis,o.script.toBuffer()));
    });
    return outs;
  }",Helper function to make the appropriate response in the case where no valid asset ids were found in a transaction. In this case all of the transaction outputs are considered uncolored.,50
javascript,kekee000/fonteditor-core,src/ttf/svg2ttfobject.js,resolveSVG,"function resolveSVG(svg) {
            // 去除xmlns，防止xmlns导致svg解析错误
            svg = svg.replace(/\s+xmlns(?:\:[\w-]+)?=(""|')[^""']*\1/g, ' ')
                .replace(/<defs[>\s][\s\S]+?\/defs>/g, function (text) {
                    if (text.indexOf('</font>') >= 0) {
                        return text;
                    }
                    return '';
                })
                .replace(/<use[>\s][\s\S]+?\/use>/g, '');
            return svg;
        }","对xml文本进行处理

@param  {string} svg svg文本
@return {string} 处理后文本",69
javascript,nolimits4web/dom7,gulpfile.js,es,"function es(cb) {
  const env = process.env.NODE_ENV || 'development';
  const output = env === 'development' ? './build' : './dist';
  let cbs = 0;

  rollup.rollup({
    input: './src/dom7.js',
    external: ['ssr-window'],
  }).then((bundle) => {
    return bundle.write({
      strict: true,
      file: `${output}/dom7.module.js`,
      format: 'es',
      name: 'Dom7',
      sourcemap: env === 'development',
      sourcemapFile: `${output}/dom7.module.js.map`,
      banner,
    });
  }).then(() => {
    cbs += 1;
    if (cb && cbs === 2) cb();
  });

  rollup.rollup({
    input: './src/dom7.modular.js',
    external: ['ssr-window'],
  }).then((bundle) => {
    return bundle.write({
      strict: true,
      file: `${output}/dom7.modular.js`,
      format: 'es',
      name: 'Dom7',
      sourcemap: env === 'development',
      sourcemapFile: `${output}/dom7.modular.js.map`,
      banner,
    });
  }).then(() => {
    cbs += 1;
    if (cb && cbs === 2) cb();
  });
}",ES MODULE DIST,230
javascript,ariatemplates/ariatemplates,src/aria/widgetLibs/BaseWidget.js,,"function (cfg, context, lineNumber) {
            /**
             * The widget configuration, as declared in the template.
             * @protected
             * @type Object
             */
            this._cfg = cfg;

            /**
             * Template context
             * @protected
             * @type aria.templates.TemplateCtxt
             */
            this._context = context;

            /**
             * Line number for this widget
             * @protected
             * @type Number
             */
            this._lineNumber = lineNumber;

            /**
             * Array of used dynamic ids.
             * @protected
             * @type Array
             */
            this._dynamicIds = null;

            // Notify the Skin Manager that a new widget was created
            ariaTemplatesCSSMgr.loadWidgetDependencies(this.$classpath, this.$css);

            /**
             * True if the CSS is loaded, false otherwise. This is to make sure the CSS is not unloaded twice.
             * @type Boolean
             */
            this.__cssLoaded = true;
        }","Create an instance of the widget.
@param {Object} cfg widget configuration, which is the parameter given in the template
@param {aria.templates.TemplateCtxt} context template context
@param {Number} lineNumber line number in the template",59
javascript,Yoast/YoastSEO.js,src/snippetPreview.js,,"function() {
	var baseURL = this.opts.baseURL;

	/*
	 * For backwards compatibility, if no URL was passed to the snippet editor we try to retrieve the base URL from the
	 * rawData in the App. This is because the scrapers used to be responsible for retrieving the baseURL, but the base
	 * URL is static so we can just pass it to the snippet editor.
	 */
	if ( this.hasApp() && ! isEmpty( this.refObj.rawData.baseUrl ) && this.opts.baseURL === defaults.baseURL ) {
		baseURL = this.refObj.rawData.baseUrl;
	}

	return baseURL;
}","Get's the base URL for this instance of the Snippet Preview.

@private
@this SnippetPreview

@returns {string} The base URL.",60
javascript,feross/spoof,index.js,tryWindowsKey,"function tryWindowsKey (key, device, mac) {
  // Skip the Properties key to avoid problems with permissions
  if (key.indexOf('Properties') > -1) {
    return false
  }

  const networkAdapterKeyPath = new Winreg({
    hive: Winreg.HKLM,
    key: key
  })

  // we need to format the MAC a bit for Windows
  mac = mac.replace(/:/g, '')

  networkAdapterKeyPath.values((err, values) => {
    let gotAdapter = false
    if (err) {
      console.log('ERROR: ' + err)
    } else {
      for (let x = 0; x < values.length; x++) {
        if (values[x].name === 'AdapterModel') {
          gotAdapter = true
          break
        }
      }

      if (gotAdapter) {
        networkAdapterKeyPath.set('NetworkAddress', 'REG_SZ', mac, () => {
          try {
            cp.execSync('netsh interface set interface ""' + device + '"" disable')
            cp.execSync('netsh interface set interface ""' + device + '"" enable')
          } catch (err) {
            throw new Error('Unable to restart device, is the cmd running as admin?')
          }
        })
      }
    }
  })
}","Tries to set the ""NetworkAddress"" value on the specified registry key for given
`device` to `mac`.

@param {string} key
@param {string} device
@param {string} mac",186
javascript,neyric/webhookit,public/javascripts/yui/treeview/treeview.js,,"function (ev) {
        var self = this,
            td = this._getEventTargetTdEl(ev),
            node,
            target,
            toggle = function (force) {
                node.focus();
				if (force || !node.href) {
					node.toggle();
					try {
						Event.preventDefault(ev);
					} catch (e) {
	                    // @TODO
	                    // For some reason IE8 is providing an event object with
	                    // most of the fields missing, but only when clicking on
	                    // the node's label, and only when working with inline
	                    // editing.  This generates a ""Member not found"" error
	                    // in that browser.  Determine if this is a browser
	                    // bug, or a problem with this code.  Already checked to
	                    // see if the problem has to do with access the event
	                    // in the outer scope, and that isn't the problem.
	                    // Maybe the markup for inline editing is broken.
					}
                }
            };

        if (!td) {
            return; 
        }

        node = this.getNodeByElement(td);
        if (!node) { 
            return; 
        }
        
        // exception to handle deprecated event labelClick
        // @TODO take another look at this deprecation.  It is common for people to
        // only be interested in the label click, so why make them have to test
        // the node type to figure out whether the click was on the label?
        target = Event.getTarget(ev);
        if (Dom.hasClass(target, node.labelStyle) || Dom.getAncestorByClassName(target,node.labelStyle)) {
            this.fireEvent('labelClick',node);
        }
        
        //  If it is a toggle cell, toggle
        if (/\bygtv[tl][mp]h?h?/.test(td.className)) {
            toggle(true);
        } else {
            if (this._dblClickTimer) {
                window.clearTimeout(this._dblClickTimer);
                this._dblClickTimer = null;
            } else {
                if (this._hasDblClickSubscriber) {
                    this._dblClickTimer = window.setTimeout(function () {
                        self._dblClickTimer = null;
                        if (self.fireEvent('clickEvent', {event:ev,node:node}) !== false) { 
                            toggle();
                        }
                    }, 200);
                } else {
                    if (self.fireEvent('clickEvent', {event:ev,node:node}) !== false) { 
                        toggle();
                    }
                }
            }
        }
    }","Event listener for click events
@method _onClickEvent
@private",295
javascript,rranauro/boxspringjs,helpers.js,,"function(value1, value2, mapKeys) {
	
	_.each([value1, value2], function(value, index) {
		if (!_.isObject(value)) {
			throw new Error(_.sprintf('[ helpers.js/_extendHash] expects object for ""value%d"" (%s).', index, JSON.parse(value)));
		}
	});

	// sum the properties of the two value hashes;
	// Note: this aggregation only works for integer for now.
	return _.reduce(value2 || {}, function(result, value, property) {
		
		if (mapKeys) {
			property = mapKeys[property] || property;
		}
//		property = property[mapKeys] ? property[mapKeys]() : property;
		
		if (!result[property]) {
			result[property] = 0;
			//_.isNumber(value) ? 0 : _.isArray(value) ? [] : (_.isString(value) && value) || {};
		}
		if (_.isNumber(value)) {

			// sum values
			result[property] += value;
		} else if (_.isArray(value)) {

			// use _formatRow() to traverse children of this property.
			result[property] = _formatRow(result, value, property);
		} else if (_.isObject(value)) {

			if (_.isNumber(result[property])) {
				result[property] += _formatRow(null, value, property)[property];
			} else if (_.isObject(result[property])) {
				
				// if value is a hash or key/values, then recurse
				result[property] = _extendHash(result[property], value, mapKeys);
			}
		}
		return result;
	}, _.extend({}, value1));
}","for every numeric property of value1 contained in value2, add it to the property in value1; for any property of value2 not in value1 is added; if the corresponding property in value2 is an array, reduce it to an integer using _formatRow(), if possible if the corresponding property in value2 is an object, recurse;",256
javascript,OpusCapita/react-markdown,src/client/components/PlainMarkdownInput/slate/tokenizer.js,getEmphasisToken,"function getEmphasisToken({ tokens, intEmphasis, currTag, num }) {
  const rawContent = joinArrString(_.flattenDeep([
    tokens[num].markup,
    intEmphasis,
    tokens[num].markup
  ]));
  const contentLength = getTokensLength(rawContent);
  return {
    type: getEmphasisType(currTag),
    content: rawContent,
    length: contentLength
  };
}","getEmphasisToken - Function create emphasis-token

@param tokens
@param intEmphasis
@param currTag
@param num
@returns {{type, content, length}}",70
javascript,angular-ui/ui-select2,src/select2.js,,"function(angular_data) {
          var model = [];
          if (!angular_data) {
            return model;
          }

          if (opts.simple_tags) {
            model = [];
            angular.forEach(
              angular_data,
              function(value, index) {
                model.push({'id': value, 'text': value});
              });
          } else {
            model = angular_data;
          }
          return model;
        }","/*
Convert from Angular view-model to Select2 view-model.",76
javascript,remarkjs/remark-man,lib/handlers.js,inline,"function inline(decoration, node, compiler) {
  var exit = compiler.exitMarker || 'R'
  var value = node

  compiler.exitMarker = decoration

  if (node && node.type) {
    value = compiler.all(node).join('')
  }

  compiler.exitMarker = exit

  return textDecoration(decoration, value, exit)
}",/* Wrap a node in an inline roff command.,65
javascript,criticalmash/midden,gulpfile.js,middenware,"function middenware() {
  return through.obj(function(file, encoding, callback) {
    //console.log('file path', path.basename(file.path));
    //console.log('json file contents', file.contents.toString());
    var stem = path.basename(file.path, '.json');
    
    middenOutput[stem] = midden(JSON.parse(file.contents.toString()), stem);
    //console.log('midden out (' + stem + '): ', middenOutput[stem]);
    callback(null, file);
    return;
  });
}","***************************************************
Define plugins
***************************************************",72
javascript,FineUploader/fine-uploader,client/js/form-support.js,validateForm,"function validateForm(formEl, nativeSubmit) {
        if (formEl.checkValidity && !formEl.checkValidity()) {
            log(""Form did not pass validation checks - will not upload."", ""error"");
            nativeSubmit();
        }
        else {
            return true;
        }
    }","Return true only if the form is valid, or if we cannot make this determination. If the form is invalid, ensure invalid field(s) are highlighted in the UI.",41
javascript,camptocamp/ngeo,src/format/FeatureHash.js,encodeStyles_,"function encodeStyles_(styles, geometryType, encodedStyles) {
  const styleType = StyleTypes_[geometryType];
  console.assert(styleType !== undefined);
  for (let i = 0; i < styles.length; ++i) {
    const style = styles[i];
    const fillStyle = style.getFill();
    const imageStyle = style.getImage();
    const strokeStyle = style.getStroke();
    const textStyle = style.getText();
    if (styleType == ngeoFormatFeatureHashStyleType.POLYGON) {
      if (fillStyle !== null) {
        encodeStylePolygon_(
          fillStyle, strokeStyle, encodedStyles);
      }
    } else if (styleType == ngeoFormatFeatureHashStyleType.LINE_STRING) {
      if (strokeStyle !== null) {
        encodeStyleLine_(strokeStyle, encodedStyles);
      }
    } else if (styleType == ngeoFormatFeatureHashStyleType.POINT) {
      if (imageStyle !== null) {
        encodeStylePoint_(imageStyle, encodedStyles);
      }
    }
    if (textStyle !== null) {
      encodeStyleText_(textStyle, encodedStyles);
    }
  }
}","For a type of geometry, transforms an array of {@link import(""ol/style/Style.js"").default} into
a logical sequence of characters and put the result into the given encoded
styles's array.
@param {Array<import(""ol/style/Style.js"").default>} styles Styles.
@param {import(""ol/geom/GeometryType.js"").default} geometryType Geometry type.
@param {Array<string>} encodedStyles Encoded styles array.
@private
@hidden",184
javascript,Tonejs/Tone.js,Tone/signal/TickSignal.js,_wrapScheduleMethods,"function _wrapScheduleMethods(method){
	return function(value, time){
		time = this.toSeconds(time);
		method.apply(this, arguments);
		var event = this._events.get(time);
		var previousEvent = this._events.previousEvent(event);
		var ticksUntilTime = this._getTicksUntilEvent(previousEvent, time);
		event.ticks = Math.max(ticksUntilTime, 0);
		return this;
	};
}","Wraps Tone.Signal methods so that they also
record the ticks.
@param  {Function} method
@return {Function}
@private",87
javascript,lokku/jquery-nstslider,src/jquery.nstSlider.js,,"function(v) {
            var $this = this;
            var rounding = _methods.get_rounding_for_value.call($this, v);

            if (rounding > 0) {
                // We bring ourselves in a space of unitary roundings. You can
                // imagine now that sliders range between a certain minimum and 
                // maximum, and we always increase/decrease of one.
                var increment = v / rounding;

                // This is the proposed value.
                var increment_int = parseInt(increment, 10);

                // delta is a positive number between 0 and 1 that tells us how
                // close is the slider to integer + 1 (i.e., the next rounding).
                // 0 means the grip is exactly on integer
                // 1 means the grip is on integer + 1.
                var delta = increment - increment_int;

                // now use delta to modify or not the current value.
                if (delta > 0.5) {
                    increment_int++; 
                }

                // we now move the 
                var rounded = increment_int * rounding;

                return rounded;
            }
            else {
                $.error('rounding must be > 0, got ' + rounding + ' instead');
            }
            return v;
        }","/*
This method rounds a given value to the closest integer defined
according to the rounding. Examples:
rounding: 10 v: 12.3    --> 10
rounding: 1 v: 12.3     --> 12
rounding: 10 v: 12.6    --> 13",105
javascript,catamphetamine/react-styling,source/index.js,parse_style_json_object,"function parse_style_json_object(text, options)
{
	// remove multiline comments
	text = text.replace(/\/\*([\s\S]*?)\*\//g, '')

	// ignore curly braces for now.
	// maybe support curly braces along with tabulation in future
	text = text.replace(/[\{\}]/g, '')

	const lines = text.split('\n')

	// helper class for dealing with tabulation
	const tabulator = new Tabulator(Tabulator.determine_tabulation(lines))

	// parse text into JSON object
	let style_json = parse_style_class(tabulator.extract_tabulation(lines), [])

	// expand CSS shorthand properties
	// (e.g. `margin: 1px` -> `margin-left: 1px; ...`)
	if (options.expand)
	{
		style_json = style_builder.build(style_json)
	}

	// expand ""modifier"" style classes
	// (which can override some of the expanded shorthand CSS properties)
	return expand_modifier_style_classes(style_json)
}",converts text to JSON object,102
javascript,netbek/chrys-cli,src/illustrator/swatches.js,removeAllSwatchGroups,"function removeAllSwatchGroups() {
  for (var i = 0; i < doc.swatchGroups.length; i++) {
    doc.swatchGroups[i].remove();
  }
}",Removes all swatch groups.,37
javascript,olegpolyakov/sendpulse,index.js,campaignCost,"function campaignCost(callback,id) {
    if (id===undefined) {
        return callback(returnError('Empty book id'));
    }
    sendRequest( 'addressbooks/' + id + '/cost', 'GET', {}, true, callback );

}","Get cost of campaign based on address book

@param callback
@param id",44
javascript,ugate/releasebot,tasks/release.js,gitRelease,"function gitRelease() {
			// Tag release
			rbot.log.info('Tagging release ' + commit.versionTag + ' via ' + options.gitHostname);
			cmd('git tag -f -a ' + commit.versionTag + ' -m ""'
					+ (chgLogRtn ? chgLogRtn.replace(coopt.regexLines, '$1 \\') : commit.message) + '""');
			cmd('git push -f ' + options.repoName + ' ' + commit.versionTag);
			commit.releaseId = commit.versionTag;
			// TODO : upload asset?
			rollCall.addRollback(rollbackTag);
			rollCall.then(publish);
		}",Tags release via standard Git CLI,96
javascript,warncke/mockumentary,lib/mockumentary.js,buildMockAttribute,"function buildMockAttribute (val) {
    // if value is not a function then this is a property not a method
    // if value is a regular function then it is a custom method
    if (typeof val !== 'function' || val.toString().match(/^\s*function/)) {
        return val
    }
    // if value is an arrow function then the value return by this function
    // is the value to be returned by the mock method
    else {
        // get actual value by calling function
        val = val()
        // if value is anything other than array then convert it to first element
        // of single element array so that it will always be returned when the
        // method is called
        if (!Array.isArray(val)) {
            val = [val]
        }
        // counter to keep track of how many times method has been called
        var callIndex = 0
        // return new method for object
        return function () {
            // loop through list of values on multiple calls
            if (callIndex > val.length - 1) {
                callIndex = 0
            }
            // get the next value and increment index
            var ret = val[callIndex++]
            // if value is a plain function or not a function then return it
            if (typeof ret !== 'function' || ret.toString().match(/^\s*function/)) {
                return ret
            }
            // otherwise val is an arrow function - call with original args
            else {
                return ret.apply(this, arguments)
            }
        }
    }
}","@function buildMockAttribute

create the correct mock method or property based on the configuration
value

@param {*} val

@returns {*}",139
javascript,Dogfalo/materialize,dist/js/materialize.js,Tooltip,"function Tooltip(el, options) {
      _classCallCheck(this, Tooltip);

      var _this26 = _possibleConstructorReturn(this, (Tooltip.__proto__ || Object.getPrototypeOf(Tooltip)).call(this, Tooltip, el, options));

      _this26.el.M_Tooltip = _this26;
      _this26.options = $.extend({}, Tooltip.defaults, options);

      _this26.isOpen = false;
      _this26.isHovered = false;
      _this26.isFocused = false;
      _this26._appendTooltipEl();
      _this26._setupEventHandlers();
      return _this26;
    }","Construct Tooltip instance
@constructor
@param {Element} el
@param {Object} options",107
javascript,nikku/selection-update,index.js,calculateUpdate,"function calculateUpdate(currentSelection, currentValue, newValue) {

  var currentCursor = currentSelection.start,
      newCursor = currentCursor,
      diff = newValue.length - currentValue.length,
      idx;

  var lengthDelta = newValue.length - currentValue.length;

  var currentTail = currentValue.substring(currentCursor);

  // check if we can remove common ending from the equation
  // to be able to properly detect a selection change for
  // the following scenarios:
  //
  //  * (AAATTT|TF) => (AAAT|TF)
  //  * (AAAT|TF) =>  (AAATTT|TF)
  //
  if (newValue.lastIndexOf(currentTail) === newValue.length - currentTail.length) {
    currentValue = currentValue.substring(0, currentValue.length - currentTail.length);
    newValue = newValue.substring(0, newValue.length - currentTail.length);
  }

  // diff
  var diff = createDiff(currentValue, newValue);

  if (diff) {
    if (diff.type === 'remove') {
      newCursor = diff.newStart;
    } else {
      newCursor = diff.newEnd;
    }
  }

  return range(newCursor);
}","Calculate the selection update for the given
current and new input values.

@param {Object} currentSelection as {start, end}
@param {String} currentValue
@param {String} newValue

@return {Object} newSelection as {start, end}",163
javascript,sapegin/grunt-webfont,tasks/webfont.js,getDemoFilePath,"function getDemoFilePath() {
			if (!o.htmlDemo) return null;
			var name = o.htmlDemoFilename || o.fontBaseName;
			return path.join(o.destHtml, name + '.html');
		}","Return path of HTML demo file or `null` if its generation was disabled.

@return {String}",41
javascript,kswedberg/jquery-carousel-lite,lib/jquery.velocity.js,,"function (property) {
                var SVGAttributes = ""width|height|x|y|cx|cy|r|rx|ry|x1|x2|y1|y2"";

                /* Certain browsers require an SVG transform to be applied as an attribute. (Otherwise, application via CSS is preferable due to 3D support.) */
                if (IE || (Velocity.State.isAndroid && !Velocity.State.isChrome)) {
                    SVGAttributes += ""|transform"";
                }

                return new RegExp(""^("" + SVGAttributes + "")$"", ""i"").test(property);
            }","/* For SVG elements, some properties (namely, dimensional ones) are GET/SET via the element's HTML attributes (instead of via CSS styles).",55
javascript,sdelements/lets-chat,media/js/vendor/selectize/selectize.js,,"function() {
			var self = this;
	
			if (self.isLocked || self.isOpen || (self.settings.mode === 'multi' && self.isFull())) return;
			self.focus();
			self.isOpen = true;
			self.refreshState();
			self.$dropdown.css({visibility: 'hidden', display: 'block'});
			self.positionDropdown();
			self.$dropdown.css({visibility: 'visible'});
			self.trigger('dropdown_open', self.$dropdown);
		}","Shows the autocomplete dropdown containing
the available options.",103
javascript,tbranyen/backbone.layoutmanager,backbone.layoutmanager.js,,"function(views) {
    // Clear out all existing views.
    _.each(aConcat.call([], views), function(view) {
      // fire cleanup event to the attached handlers
      view.trigger(""cleanup"", view);

      // Remove all custom events attached to this View.
      view.unbind();

      // Automatically unbind `model`.
      if (view.model instanceof Backbone.Model) {
        view.model.off(null, null, view);
      }

      // Automatically unbind `collection`.
      if (view.collection instanceof Backbone.Collection) {
        view.collection.off(null, null, view);
      }

      // Automatically unbind events bound to this View.
      view.stopListening();

      // If a custom cleanup method was provided on the view, call it after
      // the initial cleanup is done
      if (_.isFunction(view.cleanup)) {
        view.cleanup();
      }
    });
  }",Accept either a single view or an array of views to clean of all DOM events internal model and collection references and all Backbone.Events.,126
javascript,cubicmushroom/gulp-cm-phpspec-tasks,pakmanaged.js,parsePostfixExpression,"function parsePostfixExpression() {
            var marker = markerCreate(),
                expr = parseLeftHandSideExpressionAllowCall(),
                token;
    
            if (lookahead.type !== Token.Punctuator) {
                return expr;
            }
    
            if ((match('++') || match('--')) && !peekLineTerminator()) {
                // 11.3.1, 11.3.2
                if (strict && expr.type === Syntax.Identifier && isRestrictedWord(expr.name)) {
                    throwErrorTolerant({}, Messages.StrictLHSPostfix);
                }
    
                if (!isLeftHandSide(expr)) {
                    throwError({}, Messages.InvalidLHSInAssignment);
                }
    
                token = lex();
                expr = markerApply(marker, delegate.createPostfixExpression(token.value, expr));
            }
    
            return expr;
        }",11.3 Postfix Expressions,136
javascript,FCOO/fcoo-grunt-plugin,lib/common.js,writeFile,"function writeFile(fileName, isJSON, contents ){
        if (isJSON)
            contents = JSON.stringify(contents);
        grunt.file.write(fileName, contents);
    }","writeFile(fileName, isJSON, contents )",35
javascript,Levino/coindesk-api-node,index.js,,"function (err) {
      if (err) {
        callback(err, null)
      }
      _.each(ratesWithTimes, function (rates, currency) {
        rates.forEach(function (timeratepair) {
          var newEntry = {}
          newEntry[currency] = timeratepair.rate
          if (allRates[timeratepair.time]) {
            allRates[timeratepair.time].push(newEntry)
          } else {
            allRates[timeratepair.time] = [newEntry]
          }
        })
      })
      var allRatesNice = []
      _.each(allRates, function (rates, time) {
        var ratesNice = {}
        _.each(rates, function (currencyratepair) {
          _.each(currencyratepair, function (rate, currency) {
            ratesNice[currency] = rate
          })
        })
        allRatesNice.push({time: time, rates: ratesNice})
      })
      callback(null, allRatesNice)
    }",3rd param is the function to call when everything's done,171
javascript,adrai/node-cqrs-domain,lib/definitions/aggregate.js,,"function (name) {
    if (!name || !_.isString(name)) {
      var err = new Error('Please pass a valid string as name!');
      debug(err);
      throw err;
    }

    return _.filter(this.commands, function (cmd) {
      return cmd.name === name;
    });
  }","Returns the command modules by command name.
@param {String} name The command name.
@returns {Array}",62
javascript,yacut/brackets-nodejs-integration,debugger/breakpoints/breakpointGutter.js,gutterClick,"function gutterClick(code_mirror, line_number, gutter_id, that) {
        if (gutter_id !== gutterName && gutter_id !== 'CodeMirror-linenumbers') {
            return;
        }
        if (!that.cd) {
            var _cd = document_manager.getCurrentDocument();
            if (_cd) {
                that.cd = _cd.file.fullPath;
            }
        }
        if (!_.endsWith(that.cd, '.js')) {
            return;
        }

        var line_info = code_mirror.lineInfo(line_number);

        if (line_info.gutterMarkers && line_info.gutterMarkers[gutterName]) {
            if (that._nodeDebuggerDomain) {
                that._nodeDebuggerDomain.exec('setBreakpoint', that.cd, line_number);
            }
            else {
                var breakpoints_to_save = prefs.get('breakpoints');
                _.remove(breakpoints_to_save, function (breakpoint) {
                    return breakpoint.fullPath === that.cd && breakpoint.line === line_number;
                });
                prefs.set('breakpoints', _.uniq(breakpoints_to_save, function (elem) {
                    return [elem.fullPath, elem.line].join();
                }));
                prefs.save();
                code_mirror.setGutterMarker(line_number, gutterName, null);
            }
        }
        else {
            if (that._nodeDebuggerDomain) {
                that._nodeDebuggerDomain.exec('removeBreakpoint', {
                    line: line_number,
                    fullPath: that.cd
                });
            }
            else {
                that.addBreakpoint({
                    line: line_number,
                    fullPath: that.cd
                }, that);
            }
        }
    }","/*
Sets or removes Breakpoint at cliked line

@param {CodeMirror} cm
The CodeMirror instance

@param {Number} n
LineNumber

@param {String} gutterId",276
javascript,FelixMcFelix/conductor-chord,web_modules/forge.bundle.js,,"function(iv, output) {
      if(iv) {
        /* CBC mode */
        if(typeof iv === 'string') {
          iv = forge.util.createBuffer(iv);
        }
      }

      _finish = false;
      _input = forge.util.createBuffer();
      _output = output || new forge.util.createBuffer();
      _iv = iv;

      cipher.output = _output;
    }","Starts or restarts the encryption or decryption process, whichever
was previously configured.

To use the cipher in CBC mode, iv may be given either as a string
of bytes, or as a byte buffer.  For ECB mode, give null as iv.

@param iv the initialization vector to use, null for ECB mode.
@param output the output the buffer to write to, null to create one.",72
javascript,openmason/panda-lang,lib/panda.js,,"function(ast, source) {
      if(!ast) return;
      for(var i=0;i<ast.length;i++) {
        var node=ast[i];
        if(node && node.length>=3 && node[0]=='=') {
          // looking for ['=', id, val]
          runtime.ast()[node[1]] = {'ast': [node]};
          runtime.source()[node[1]] = source;
        }
      }
    }",load a given AST to runtime - prepare all variables,95
javascript,skerit/alchemy-styleboost,public/ckeditor/4.4dev/plugins/basicstyles/plugin.js,,"function( buttonName, buttonLabel, commandName, styleDefiniton ) {
				// Disable the command if no definition is configured.
				if ( !styleDefiniton )
					return;

				var style = new CKEDITOR.style( styleDefiniton ),
					forms = contentForms[ commandName ];

				// Put the style as the most important form.
				forms.unshift( style );

				// Listen to contextual style activation.
				editor.attachStyleStateChange( style, function( state ) {
					!editor.readOnly && editor.getCommand( commandName ).setState( state );
				} );

				// Create the command that can be used to apply the style.
				editor.addCommand( commandName, new CKEDITOR.styleCommand( style, {
					contentForms: forms
				} ) );

				// Register the button, if the button plugin is loaded.
				if ( editor.ui.addButton ) {
					editor.ui.addButton( buttonName, {
						label: buttonLabel,
						command: commandName,
						toolbar: 'basicstyles,' + ( order += 10 )
					} );
				}
			}","All buttons use the same code to register. So, to avoid duplications, let's use this tool function.",140
